path	line	enum	variant	role	declaration_path	declaration_line	resolution
tests/diff/cases/semantics/generator/yield_throw.xr	7	GenErr	Msg	constructor	tests/diff/cases/semantics/generator/yield_throw.xr	2	same-module
tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	59	Node	Text	constructor	tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	31	same-module
tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	60	Node	Element	constructor	tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	30	same-module
tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	62	Node	Element	constructor	tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	30	same-module
tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	63	Node	Document	constructor	tests/diff/cases/semantics/oop/enum_class_payload_aggregate.xr	29	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	36	Node	Leaf	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	14	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	37	Node	Leaf	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	14	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	38	Node	Branch	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	15	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	38	Node	Leaf	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	14	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	38	Node	Leaf	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	14	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	53	Node	Leaf	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	14	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	53	Node	Branch	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	15	same-module
tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	53	Node	Leaf	constructor	tests/diff/cases/semantics/oop/enum_dynamic_read_aggregate.xr	14	same-module
tests/diff/cases/semantics/oop/enum_namespace_ctor_with_nullable.xr	28	E	Num	constructor	tests/diff/cases/semantics/oop/enum_namespace_ctor_with_nullable.xr	12	same-module
