path	line	enum	variant	role	declaration_path	declaration_line	resolution
tests/regression/10_stdlib/1510_http2_client.xr	52	HttpError	InvalidHeaderValue	pattern-catch	stdlib/http/http.xr	1243	import->module-export
tests/regression/10_stdlib/1510_http2_client.xr	61	HttpError	InvalidHeaderName	pattern-catch	stdlib/http/http.xr	1242	import->module-export
tests/regression/10_stdlib/1511_cluster_opaque_transport.xr	23	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/10_stdlib/1512_http2_protocol.xr	395	Http2Error	ProtocolError	pattern-direct	stdlib/http2/http2.xr	107	import->module-export
tests/regression/10_stdlib/1512_http2_protocol.xr	410	Http2Error	ProtocolError	pattern-direct	stdlib/http2/http2.xr	107	import->module-export
tests/regression/11_coroutine/1101_channel_basic.xr	12	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1101_channel_basic.xr	19	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1104_coroutine_combined.xr	6	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1109_await_any.xr	9	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1111_comprehensive.xr	5	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1113_select_send.xr	5	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1113_select_send.xr	12	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1115_cancel.xr	6	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1115_cancel.xr	34	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1116_task_status.xr	6	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1117_await_timeout.xr	27	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1117_await_timeout.xr	36	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1117_await_timeout.xr	46	TaskResult	Success	pattern-direct	stdlib/types/coroutine.xr	4	builtin-symbol
tests/regression/11_coroutine/1118_comprehensive.xr	7	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1118_comprehensive.xr	14	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1123_channel_timeout.xr	19	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1123_channel_timeout.xr	23	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
tests/regression/11_coroutine/1123_channel_timeout.xr	34	Recv	Value	pattern-direct	stdlib/types/channel.xr	4	builtin-symbol
