tree	path	start_codepoint	end_codepoint	line	receiver	variant	role	disposition	declaration_path	declaration_line	enum	resolution	review	evidence	source_sha256
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	7120	7140	269	YamlValue	Mapping	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	9bf8b44d81f72db562c90b2a0c2cfdd84373456e6d35b1bdd22e9e081f3a4c22
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	7409	7434	278	YamlValue	Sequence	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	9d3272f11efab3bfdebb569d7289a08ab86bb7d7eba577a20730dc3a6bc57135
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	7731	7756	290	YamlValue	Sequence	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	9d3272f11efab3bfdebb569d7289a08ab86bb7d7eba577a20730dc3a6bc57135
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	7790	7810	291	YamlValue	Mapping	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	9bf8b44d81f72db562c90b2a0c2cfdd84373456e6d35b1bdd22e9e081f3a4c22
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8039	8059	300	YamlValue	Mapping	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	9bf8b44d81f72db562c90b2a0c2cfdd84373456e6d35b1bdd22e9e081f3a4c22
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8344	8368	313	YamlValue	Boolean	constructor	ACCEPT	stdlib/yaml/yaml.xr	98	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:98	777fbb91f0a6e1d292f30600da2100bfc1ca76f23840f547546202a1e4b98ae0
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8429	8453	317	YamlValue	Integer	constructor	ACCEPT	stdlib/yaml/yaml.xr	99	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:99	bb0da65a2fc3a260231118a80e45c7175f2a734f5ce4bf4be870e380a0244602
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8516	8538	321	YamlValue	Float	constructor	ACCEPT	stdlib/yaml/yaml.xr	100	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:100	b728b1b9267e1d038ec7fed555876846be79e01ea9d83a9983aeb380278e9c3e
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8605	8628	325	YamlValue	String	constructor	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	520e32a08384318590178bd3849e149a216d4735185ac781146e50130210e0b9
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8698	8721	329	YamlValue	Binary	constructor	ACCEPT	stdlib/yaml/yaml.xr	102	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:102	1190a12238b726a96776b8cc9fe34e1768914f61abcdbc0b20ff5b1e3cf98810
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8800	8825	333	YamlValue	Sequence	constructor	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	9d3272f11efab3bfdebb569d7289a08ab86bb7d7eba577a20730dc3a6bc57135
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	8900	8926	337	YamlValue	Mapping	constructor	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	aab72361682b516a97bd54d6e14726ff6cd72bbd6f7167728b2efb046bc5156b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	9048	9070	342	YamlValue	Tagged	constructor	ACCEPT	stdlib/yaml/yaml.xr	105	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:105	85cd9845d028ad54e0887f3c94e882b8eee6304e28d857142d1e2a5a52a906fa
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	9169	9192	347	YamlValue	Alias	constructor	ACCEPT	stdlib/yaml/yaml.xr	106	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:106	229a86bfd592dc0d096c0f38383423c90e35ada12e5f62328927603ced1ab573
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	16214	16237	593	YamlValue	Boolean	constructor	ACCEPT	stdlib/yaml/yaml.xr	98	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:98	c8adef46ee4d4df086d9ecd62899fc60a6f4356aa8a6fe89198db9f8b22f1d8e
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	16275	16299	594	YamlValue	Boolean	constructor	ACCEPT	stdlib/yaml/yaml.xr	98	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:98	ddcd722d989f1c2c7e24b3e8badcc9031207e6b386282724c2ad437f5b50b0ae
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	16356	16382	595	YamlValue	Float	constructor	ACCEPT	stdlib/yaml/yaml.xr	100	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:100	e44ed0dc1feaf48ebba7cf7f3b13b62ad432e3d4f62bcdc00c1754967f216b9c
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	16420	16447	596	YamlValue	Float	constructor	ACCEPT	stdlib/yaml/yaml.xr	100	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:100	d9b3b02c9b501b352244b187f5e46464c3e441bbf06738d3029eff230aef5fcb
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	16524	16550	597	YamlValue	Float	constructor	ACCEPT	stdlib/yaml/yaml.xr	100	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:100	e341f5ffcacd70e889d5591b36d4abbc0cad727fd6101fd553f17f503fa19ef3
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	16615	16657	598	YamlValue	String	constructor	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	54d0f4f4b9e8f0ab2295f2cca7444a838a7091542ad13cc5c3df533c5e15f1fe
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	17006	17065	610	YamlValue	Integer	constructor	ACCEPT	stdlib/yaml/yaml.xr	99	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:99	94608d53f9d2f844feb91be08b869ccc7cf1184e5515b754f87f67c903348dd3
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	17099	17157	611	YamlValue	Integer	constructor	ACCEPT	stdlib/yaml/yaml.xr	99	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:99	d824c63ce7eaf9dbedad4627c12ba3497f29f69ad4d1280b662f3b6edf60505d
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	17351	17370	616	YamlValue	Float	constructor	ACCEPT	stdlib/yaml/yaml.xr	100	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:100	bf147051b196ebe572778189fd4291b54f89e41c68f9cdc45f32fc0ee3df16f0
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	17464	17485	619	YamlValue	Integer	constructor	ACCEPT	stdlib/yaml/yaml.xr	99	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:99	c3ca92bdab5db0f746d6c3b163268a4b28be8cb662787b9a9d686d44f3826792
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	17515	17536	622	YamlValue	String	constructor	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	d48dbab94326189ce3ab857c3c2e7f1118d7bf75b1df4408f9a6605c64ca7688
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	21024	21060	735	YamlValue	String	constructor	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	fc6aef662d74cfcd492b3797cb520e7c987239a2ddf7506c8c653986d50cc70b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	21302	21325	745	YamlValue	Sequence	constructor	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	b57fe7972464717e47f84baf067d3a86d05079e377184852833fe2f523c1b7ba
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	21720	21743	761	YamlValue	Sequence	constructor	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	b57fe7972464717e47f84baf067d3a86d05079e377184852833fe2f523c1b7ba
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	21946	21972	770	YamlValue	Mapping	constructor	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	aab72361682b516a97bd54d6e14726ff6cd72bbd6f7167728b2efb046bc5156b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	22550	22576	791	YamlValue	Mapping	constructor	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	aab72361682b516a97bd54d6e14726ff6cd72bbd6f7167728b2efb046bc5156b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	27421	27474	936	YamlValue	String	constructor	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	24c19d878cc4e0ef635e4b13662179cc65bb9d28af6b72839daa14f26cd59112
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	28686	28712	971	YamlValue	Mapping	constructor	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	aab72361682b516a97bd54d6e14726ff6cd72bbd6f7167728b2efb046bc5156b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	28975	29001	979	YamlValue	Mapping	constructor	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	aab72361682b516a97bd54d6e14726ff6cd72bbd6f7167728b2efb046bc5156b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	29244	29297	984	YamlValue	String	constructor	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	24c19d878cc4e0ef635e4b13662179cc65bb9d28af6b72839daa14f26cd59112
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	30474	30500	1016	YamlValue	Mapping	constructor	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	aab72361682b516a97bd54d6e14726ff6cd72bbd6f7167728b2efb046bc5156b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	32066	32089	1055	YamlValue	Sequence	constructor	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	b57fe7972464717e47f84baf067d3a86d05079e377184852833fe2f523c1b7ba
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	35863	35883	1174	YamlValue	Boolean	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	98	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:98	2b0bc163ecdaa08c13177c7e5ed597e658785d58a1ab8cc6b6ba76193ef32793
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	35912	35932	1175	YamlValue	Integer	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	99	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:99	7c07948328f34c1b09a354fe4c4cc68db3580fd600c01d0d14ebc217c64eb91e
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	35958	35976	1176	YamlValue	Float	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	100	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:100	d1dcaa4b06da5192556a2e44f499b432addb9a8f173c12d76a0e2815bc01bb88
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36004	36023	1177	YamlValue	String	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	101	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:101	755d00728217900ed05b6c59b88614822e21e7a82db2bb68d410b12484632f08
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36056	36079	1178	YamlValue	Binary	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	102	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:102	2d20ee0bb4adfd42f1f52a0bbb015bed6aeca1e6dd70a5f93e6ca41cecf3edb0
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36111	36133	1179	YamlValue	Sequence	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	b212e5b29eb7f787cfc758ee69d7762a6c8d4d6be2cc5bdf3ab66a6f62054968
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36152	36172	1180	YamlValue	Mapping	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	9bf8b44d81f72db562c90b2a0c2cfdd84373456e6d35b1bdd22e9e081f3a4c22
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36193	36213	1181	YamlValue	Tagged	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	105	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:105	77696f97bcdbd5d9accb2d8a7fc21879c6b602608aa3d73563fe56062a6d0c18
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36245	36263	1182	YamlValue	Alias	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	106	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:106	478681689a441b6755cf4e8a799e82e86bcd0b782c9eb0dc26bbfc184613eb5e
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36501	36526	1192	YamlValue	Sequence	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	103	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:103	9d3272f11efab3bfdebb569d7289a08ab86bb7d7eba577a20730dc3a6bc57135
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	36564	36584	1193	YamlValue	Mapping	pattern-direct	ACCEPT	stdlib/yaml/yaml.xr	104	YamlValue	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:104	9bf8b44d81f72db562c90b2a0c2cfdd84373456e6d35b1bdd22e9e081f3a4c22
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	38704	38725	1256	YamlError	Parse	constructor	ACCEPT	stdlib/yaml/yaml.xr	133	YamlError	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:133	c6800b42f0ea6f263f38d87706501e8e8ce76be0f417163744edb04c84b5f4be
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	38988	39021	1266	YamlError	Parse	constructor	ACCEPT	stdlib/yaml/yaml.xr	133	YamlError	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:133	7dc22f4afabd85bc8376d566aac9888156c44258cb4544d652a7722350f8c374
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	stdlib/yaml/yaml.xr	40310	40345	1309	YamlError	Io	constructor	ACCEPT	stdlib/yaml/yaml.xr	134	YamlError	same-module	reviewed	payload declaration stdlib/yaml/yaml.xr:134	896316c08f46da9d203950ca9d1436b817425eccb58b588f4e47be863e425fc2
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/adt_match_static_tag_payload.xr	116	133	8	FastResult	Ok	constructor	ACCEPT	tests/aot/basic/adt_match_static_tag_payload.xr	2	FastResult	same-module	reviewed	payload declaration tests/aot/basic/adt_match_static_tag_payload.xr:2	9a44ede5e692d0952e3577fec42c77e7facda38f04d4ff1152d4782e560cec9c
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/adt_match_static_tag_payload.xr	151	168	10	FastResult	Err	constructor	ACCEPT	tests/aot/basic/adt_match_static_tag_payload.xr	3	FastResult	same-module	reviewed	payload declaration tests/aot/basic/adt_match_static_tag_payload.xr:3	3383531fe0915d0af8a443219cad01ca49f8fa84106b7926495d98bdac7bde2d
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/adt_match_static_tag_payload.xr	255	275	16	FastResult	Ok	pattern-direct	ACCEPT	tests/aot/basic/adt_match_static_tag_payload.xr	2	FastResult	same-module	reviewed	payload declaration tests/aot/basic/adt_match_static_tag_payload.xr:2	1ef0b321ef20a4b9e88996314048ce6a0b1af88401bc5395b5d7fa7e4a79be0c
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/adt_match_static_tag_payload.xr	328	348	19	FastResult	Err	pattern-direct	ACCEPT	tests/aot/basic/adt_match_static_tag_payload.xr	3	FastResult	same-module	reviewed	payload declaration tests/aot/basic/adt_match_static_tag_payload.xr:3	deb0b66e4fbe9a526f553a9f0ba47ddfeabd2ed238f85642817401dc8c989b40
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/defer_block_scope.xr	109	128	8	BlockErr	Msg	constructor	ACCEPT	tests/aot/basic/defer_block_scope.xr	4	BlockErr	same-module	reviewed	payload declaration tests/aot/basic/defer_block_scope.xr:4	4c9821eeb13737d33ceea89b628048bd45ddcd2dc0ffd7f2980e076f7f4562d4
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/generic_enum_tuple_payload.xr	181	206	9	DecodeResult	Ok	constructor	ACCEPT	tests/aot/basic/generic_enum_tuple_payload.xr	4	DecodeResult	same-module	reviewed	payload declaration tests/aot/basic/generic_enum_tuple_payload.xr:4	5c296443d7f0a5e8b73592b642c1c6a248e03fa6a64355144c6fc3bd54da2a4b
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/generic_enum_tuple_payload.xr	245	263	14	DecodeResult	Ok	pattern-direct	ACCEPT	tests/aot/basic/generic_enum_tuple_payload.xr	4	DecodeResult	same-module	reviewed	payload declaration tests/aot/basic/generic_enum_tuple_payload.xr:4	f0e259db73d1d722cabc9157ace42def7f027d9167aef2a01337b678ae976ccb
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/generic_enum_tuple_payload.xr	317	336	18	DecodeResult	Err	pattern-direct	ACCEPT	tests/aot/basic/generic_enum_tuple_payload.xr	5	DecodeResult	same-module	reviewed	payload declaration tests/aot/basic/generic_enum_tuple_payload.xr:5	6de88ca7068ce40d4f65e95cea0f9b7421bc0ae58bae83f316c6e955ff191457
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/generic_enum_tuple_payload.xr	393	416	24	DecodeResult	Ok	pattern-direct	ACCEPT	tests/aot/basic/generic_enum_tuple_payload.xr	4	DecodeResult	same-module	reviewed	payload declaration tests/aot/basic/generic_enum_tuple_payload.xr:4	4321916417ae4db4fa602e8db55188a4076bfe6e89a70055cbeb68c25b981d84
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/generic_enum_tuple_payload.xr	453	472	27	DecodeResult	Err	pattern-direct	ACCEPT	tests/aot/basic/generic_enum_tuple_payload.xr	5	DecodeResult	same-module	reviewed	payload declaration tests/aot/basic/generic_enum_tuple_payload.xr:5	6de88ca7068ce40d4f65e95cea0f9b7421bc0ae58bae83f316c6e955ff191457
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/try_catch.xr	377	390	21	AppErr	Bad	constructor	ACCEPT	tests/aot/basic/try_catch.xr	5	AppErr	same-module	reviewed	payload declaration tests/aot/basic/try_catch.xr:5	149c984cd18aa216b9c4bd572e49af9247a770386b79f8802e9694830ad6aecb
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/try_catch.xr	449	462	24	AppErr	Bad	pattern-direct	ACCEPT	tests/aot/basic/try_catch.xr	5	AppErr	same-module	reviewed	payload declaration tests/aot/basic/try_catch.xr:5	ca212d55eeef64ad712ea547ad2fb5bb2f4e194917b4f487377c0f952845dd06
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/basic/try_catch.xr	634	647	33	AppErr	Bad	constructor	ACCEPT	tests/aot/basic/try_catch.xr	5	AppErr	same-module	reviewed	payload declaration tests/aot/basic/try_catch.xr:5	168d68370381ed79c0df41498cacf31a3b8d76f93d0409dad96d9a4eca1222f0
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/await_timeout.xr	84	101	3	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/await_timeout.xr	489	510	25	TaskResult	Success	pattern-direct	ACCEPT	stdlib/types/coroutine.xr	4	TaskResult	builtin-symbol	reviewed	payload declaration stdlib/types/coroutine.xr:4	4ac84991b6cf36c7c81cd63374510d830d44c9c35a71808335fe33876de5f579
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/buffered_channel.xr	79	96	5	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_array_isolation.xr	97	114	3	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_close_timeout_fanout.xr	753	766	34	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	78804a8dd69390e491f49c05a5b08e146f6fda37898bced2f45d6719896a1289
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_explicit_transfer.xr	210	223	10	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	78804a8dd69390e491f49c05a5b08e146f6fda37898bced2f45d6719896a1289
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_recv_zero_null.xr	72	89	3	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	218	235	10	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	394	411	19	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	459	472	23	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	ea84b14783bc1ac962f54996bf3f7346313a485ab793934d78768375060b5234
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	600	613	31	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	ea84b14783bc1ac962f54996bf3f7346313a485ab793934d78768375060b5234
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	815	832	40	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	1ef8f9d0be069ca601cdd76ca1aff8602e8f2c0020bb19ec7368ef92f43967ee
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	880	893	44	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	ea84b14783bc1ac962f54996bf3f7346313a485ab793934d78768375060b5234
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/channel_timeout.xr	1344	1357	64	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	ea84b14783bc1ac962f54996bf3f7346313a485ab793934d78768375060b5234
0f5b4f634bfefb7ad3e8e1494ce2995ae52df976	tests/aot/coro/deferred_go_channel_before_await.xr	77	90	3	Recv	Value	pattern-direct	ACCEPT	stdlib/types/channel.xr	4	Recv	builtin-symbol	reviewed	payload declaration stdlib/types/channel.xr:4	78804a8dd69390e491f49c05a5b08e146f6fda37898bced2f45d6719896a1289
